Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
4.6500          -7.0980      -8.7980       1.7001   292.3
4.6510          -7.0873      -8.7951       1.7078   293.6
4.6520          -7.0435      -8.7919       1.7484   300.6
4.6530          -7.0555      -8.7884       1.7329   297.9
4.6540          -7.0736      -8.7845       1.7110   294.1
4.6550          -7.0637      -8.7805       1.7168   295.1
4.6560          -7.0725      -8.7763       1.7038   292.9
4.6570          -7.0855      -8.7719       1.6864   289.9
4.6580          -7.0807      -8.7673       1.6866   290.0
4.6590          -7.0813      -8.7627       1.6814   289.1
4.6600          -7.1025      -8.7580       1.6555   284.6
4.6610          -7.0939      -8.7529       1.6590   285.2
4.6620          -7.0893      -8.7475       1.6582   285.1
4.6630          -7.1020      -8.7417       1.6397   281.9
4.6640          -7.1263      -8.7354       1.6091   276.6
4.6650          -7.1221      -8.7288       1.6067   276.2
4.6660          -7.1402      -8.7223       1.5821   272.0
4.6670          -7.1196      -8.7157       1.5961   274.4
4.6680          -7.1168      -8.7088       1.5920   273.7
4.6690          -7.1460      -8.7013       1.5553   267.4
4.6700          -7.1375      -8.6934       1.5560   267.5
4.6710          -7.1339      -8.6857       1.5517   266.8
4.6720          -7.1353      -8.6778       1.5425   265.2
4.6730          -7.1554      -8.6703       1.5148   260.4
4.6740          -7.1319      -8.6629       1.5309   263.2
4.6750          -7.1327      -8.6560       1.5233   261.9
4.6760          -7.1335      -8.6496       1.5162   260.7
4.6770          -7.1331      -8.6436       1.5105   259.7
4.6780          -7.1233      -8.6378       1.5145   260.4
4.6790          -7.1383      -8.6325       1.4942   256.9
4.6800          -7.1120      -8.6276       1.5157   260.6
4.6810          -7.1244      -8.6231       1.4987   257.7
4.6820          -7.1105      -8.6192       1.5087   259.4
4.6830          -7.1067      -8.6156       1.5089   259.4
4.6840          -7.0949      -8.6126       1.5177   260.9
4.6850          -7.1033      -8.6100       1.5067   259.0
4.6860          -7.1185      -8.6077       1.4892   256.0
4.6870          -7.1334      -8.6058       1.4724   253.1
4.6880          -7.1332      -8.6044       1.4712   252.9
4.6890          -7.1409      -8.6036       1.4626   251.5
4.6900          -7.1446      -8.6036       1.4590   250.8
4.6910          -7.1656      -8.6043       1.4386   247.3
4.6920          -7.1802      -8.6057       1.4255   245.1
4.6930          -7.2010      -8.6080       1.4070   241.9
4.6940          -7.1812      -8.6112       1.4300   245.8
4.6950          -7.1844      -8.6153       1.4309   246.0
4.6960          -7.1792      -8.6204       1.4412   247.8
4.6970          -7.1803      -8.6258       1.4455   248.5
4.6980          -7.1647      -8.6319       1.4672   252.2
4.6990          -7.1787      -8.6388       1.4602   251.0
4.7000          -7.1904      -8.6463       1.4560   250.3
4.7010          -7.1885      -8.6545       1.4660   252.0
4.7020          -7.1753      -8.6635       1.4881   255.8
4.7030          -7.1761      -8.6731       1.4970   257.4
4.7040          -7.1788      -8.6837       1.5049   258.7
4.7050          -7.1983      -8.6948       1.4965   257.3
4.7060          -7.2001      -8.7062       1.5061   258.9
4.7070          -7.2074      -8.7178       1.5105   259.7
4.7080          -7.1972      -8.7297       1.5325   263.5
4.7090          -7.2123      -8.7421       1.5298   263.0
4.7100          -7.2240      -8.7546       1.5306   263.1
4.7110          -7.2241      -8.7670       1.5429   265.3
4.7120          -7.2220      -8.7793       1.5574   267.7
4.7130          -7.1985      -8.7921       1.5936   274.0
4.7140          -7.1963      -8.8049       1.6086   276.6
4.7150          -7.1944      -8.8175       1.6231   279.0
4.7160          -7.2088      -8.8300       1.6212   278.7
4.7170          -7.2128      -8.8422       1.6293   280.1
4.7180          -7.2378      -8.8541       1.6163   277.9
4.7190          -7.2531      -8.8657       1.6126   277.2
4.7200          -7.2436      -8.8766       1.6330   280.7
4.7210          -7.2504      -8.8871       1.6367   281.4
4.7220          -7.2423      -8.8972       1.6549   284.5
4.7230          -7.2404      -8.9070       1.6666   286.5
4.7240          -7.2358      -8.9162       1.6804   288.9
4.7250          -7.2263      -8.9250       1.6987   292.0
4.7260          -7.2337      -8.9333       1.6996   292.2
4.7270          -7.2221      -8.9406       1.7186   295.5
4.7280          -7.1931      -8.9475       1.7544   301.6
4.7290          -7.2046      -8.9538       1.7492   300.7
4.7300          -7.2183      -8.9596       1.7413   299.4
4.7310          -7.2132      -8.9649       1.7517   301.2
4.7320          -7.2104      -8.9697       1.7593   302.5
4.7330          -7.2189      -8.9737       1.7548   301.7
4.7340          -7.2084      -8.9770       1.7686   304.1
4.7350          -7.2136      -8.9799       1.7663   303.7
4.7360          -7.2077      -8.9819       1.7742   305.0
4.7370          -7.2069      -8.9831       1.7762   305.4
4.7380          -7.2146      -8.9836       1.7690   304.1
4.7390          -7.2334      -8.9835       1.7501   300.9
4.7400          -7.2368      -8.9830       1.7463   300.2
4.7410          -7.2328      -8.9819       1.7491   300.7
4.7420          -7.2220      -8.9800       1.7581   302.2
4.7430          -7.2174      -8.9773       1.7599   302.6
4.7440          -7.2272      -8.9739       1.7467   300.3
4.7450          -7.2312      -8.9698       1.7385   298.9
4.7460          -7.2313      -8.9652       1.7339   298.1
4.7470          -7.2173      -8.9599       1.7426   299.6
4.7480          -7.2183      -8.9544       1.7361   298.5
4.7490          -7.2278      -8.9483       1.7205   295.8
4.7500          -7.2178      -8.9419       1.7242   296.4
4.7510          -7.2094      -8.9353       1.7259   296.7
4.7520          -7.2150      -8.9285       1.7135   294.6
4.7530          -7.1946      -8.9212       1.7267   296.8
4.7540          -7.2039      -8.9135       1.7096   293.9
4.7550          -7.2232      -8.9059       1.6827   289.3
4.7560          -7.2102      -8.8982       1.6880   290.2
4.7570          -7.2178      -8.8904       1.6726   287.6
4.7580          -7.2445      -8.8828       1.6383   281.7
4.7590          -7.2434      -8.8751       1.6318   280.5
4.7600          -7.2546      -8.8676       1.6129   277.3
4.7610          -7.2658      -8.8603       1.5945   274.1
4.7620          -7.2661      -8.8537       1.5876   272.9
4.7630          -7.2622      -8.8474       1.5852   272.5
4.7640          -7.2510      -8.8412       1.5902   273.4
4.7650          -7.2458      -8.8357       1.5898   273.3
4.7660          -7.2597      -8.8309       1.5713   270.1
4.7670          -7.2499      -8.8269       1.5770   271.1
4.7680          -7.2510      -8.8235       1.5725   270.3
4.7690          -7.2387      -8.8205       1.5818   271.9
4.7700          -7.2539      -8.8183       1.5645   269.0
4.7710          -7.2568      -8.8167       1.5599   268.2
4.7720          -7.2539      -8.8155       1.5616   268.5
4.7730          -7.2389      -8.8149       1.5760   270.9
4.7740          -7.2388      -8.8148       1.5760   270.9
4.7750          -7.2354      -8.8150       1.5796   271.6
4.7760          -7.2510      -8.8162       1.5653   269.1
4.7770          -7.2489      -8.8178       1.5689   269.7
4.7780          -7.2429      -8.8194       1.5765   271.0
4.7790          -7.2354      -8.8215       1.5861   272.7
4.7800          -7.2363      -8.8238       1.5875   272.9
4.7810          -7.2478      -8.8265       1.5787   271.4
4.7820          -7.2355      -8.8295       1.5940   274.0
4.7830          -7.2449      -8.8329       1.5880   273.0
4.7840          -7.2295      -8.8365       1.6071   276.3
4.7850          -7.2315      -8.8403       1.6088   276.6
4.7860          -7.2241      -8.8442       1.6201   278.5
4.7870          -7.2203      -8.8484       1.6281   279.9
4.7880          -7.1920      -8.8526       1.6605   285.5
4.7890          -7.2042      -8.8572       1.6529   284.2
4.7900          -7.2104      -8.8622       1.6518   284.0
4.7910          -7.2064      -8.8672       1.6609   285.5
4.7920          -7.2309      -8.8723       1.6414   282.2
4.7930          -7.2084      -8.8777       1.6693   287.0
4.7940          -7.1944      -8.8833       1.6889   290.4
4.7950          -7.1949      -8.8887       1.6938   291.2
4.7960          -7.1865      -8.8940       1.7075   293.5
4.7970          -7.1653      -8.8997       1.7344   298.2
4.7980          -7.1621      -8.9061       1.7439   299.8
4.7990          -7.1419      -8.9126       1.7707   304.4
4.8000          -7.1355      -8.9195       1.7841   306.7
4.8010          -7.1237      -8.9268       1.8031   310.0
4.8020          -7.1228      -8.9343       1.8115   311.4
4.8030          -7.1216      -8.9418       1.8202   312.9
4.8040          -7.1179      -8.9495       1.8315   314.9
4.8050          -7.0988      -8.9577       1.8589   319.6
4.8060          -7.0881      -8.9662       1.8781   322.9
4.8070          -7.0763      -8.9748       1.8985   326.4
4.8080          -7.0828      -8.9834       1.9006   326.8
4.8090          -7.0778      -8.9921       1.9143   329.1
4.8100          -7.0550      -9.0009       1.9460   334.6
4.8110          -7.0546      -9.0096       1.9549   336.1
4.8120          -7.0492      -9.0183       1.9691   338.5
4.8130          -7.0518      -9.0270       1.9752   339.6
4.8140          -7.0426      -9.0354       1.9928   342.6
4.8150          -7.0510      -9.0436       1.9926   342.6
4.8160          -7.0806      -9.0516       1.9710   338.8
4.8170          -7.0808      -9.0594       1.9786   340.2
4.8180          -7.0691      -9.0671       1.9981   343.5
4.8190          -7.0820      -9.0745       1.9925   342.6
4.8200          -7.0732      -9.0815       2.0083   345.3
4.8210          -7.0558      -9.0880       2.0322   349.4
4.8220          -7.0705      -9.0940       2.0235   347.9
4.8230          -7.0708      -9.0994       2.0286   348.8
4.8240          -7.0671      -9.1044       2.0374   350.3
4.8250          -7.0751      -9.1092       2.0342   349.7
4.8260          -7.0628      -9.1138       2.0510   352.6
4.8270          -7.0670      -9.1181       2.0510   352.6
4.8280          -7.0619      -9.1219       2.0600   354.2
4.8290          -7.0808      -9.1251       2.0443   351.4
4.8300          -7.1038      -9.1279       2.0242   348.0
4.8310          -7.1074      -9.1306       2.0232   347.8
4.8320          -7.1060      -9.1328       2.0268   348.4
4.8330          -7.1179      -9.1348       2.0169   346.7
4.8340          -7.1361      -9.1365       2.0004   343.9
4.8350          -7.1500      -9.1379       1.9879   341.8
4.8360          -7.1403      -9.1390       1.9986   343.6
4.8370          -7.1397      -9.1394       1.9998   343.8
4.8380          -7.1296      -9.1395       2.0099   345.5
4.8390          -7.0947      -9.1392       2.0445   351.5
4.8400          -7.0892      -9.1387       2.0495   352.3
4.8410          -7.0908      -9.1380       2.0472   351.9
4.8420          -7.0867      -9.1368       2.0501   352.4
4.8430          -7.0892      -9.1352       2.0460   351.7
4.8440          -7.0765      -9.1330       2.0565   353.6
4.8450          -7.0690      -9.1304       2.0614   354.4
4.8460          -7.0558      -9.1274       2.0715   356.1
4.8470          -7.0634      -9.1240       2.0606   354.3
4.8480          -7.0548      -9.1204       2.0656   355.1
4.8490          -7.0403      -9.1167       2.0764   357.0
4.8500          -7.0459      -9.1129       2.0670   355.4
4.8510          -7.0265      -9.1089       2.0823   358.0
4.8520          -7.0159      -9.1044       2.0885   359.1
4.8530          -7.0440      -9.0998       2.0559   353.4
4.8540          -7.0432      -9.0948       2.0516   352.7
4.8550          -7.0275      -9.0897       2.0622   354.5
4.8560          -7.0253      -9.0849       2.0595   354.1
4.8570          -7.0241      -9.0797       2.0556   353.4
4.8580          -7.0502      -9.0744       2.0242   348.0
4.8590          -7.0634      -9.0693       2.0059   344.8
4.8600          -7.0531      -9.0639       2.0108   345.7
4.8610          -7.0733      -9.0584       1.9851   341.3
4.8620          -7.0523      -9.0530       2.0007   344.0
4.8630          -7.0474      -9.0474       2.0000   343.8
4.8640          -7.0368      -9.0419       2.0051   344.7
4.8650          -7.0525      -9.0362       1.9837   341.0
4.8660          -7.0228      -9.0304       2.0077   345.2
4.8670          -7.0061      -9.0251       2.0189   347.1
4.8680          -7.0249      -9.0196       1.9947   342.9
4.8690          -7.0169      -9.0140       1.9970   343.3
4.8700          -7.0155      -9.0081       1.9926   342.6
4.8710          -6.9921      -9.0022       2.0101   345.6
4.8720          -7.0013      -8.9960       1.9946   342.9
4.8730          -6.9759      -8.9897       2.0138   346.2
4.8740          -6.9634      -8.9834       2.0200   347.3
4.8750          -6.9568      -8.9769       2.0201   347.3
4.8760          -6.9549      -8.9703       2.0153   346.5
4.8770          -6.9715      -8.9634       1.9919   342.4
4.8780          -6.9848      -8.9569       1.9721   339.0
4.8790          -7.0003      -8.9508       1.9506   335.3
4.8800          -6.9885      -8.9449       1.9564   336.3
4.8810          -6.9967      -8.9389       1.9422   333.9
4.8820          -7.0098      -8.9332       1.9234   330.7
4.8830          -7.0275      -8.9276       1.9001   326.7
4.8840          -7.0118      -8.9221       1.9102   328.4
4.8850          -7.0006      -8.9168       1.9162   329.4
4.8860          -6.9952      -8.9113       1.9161   329.4
4.8870          -7.0013      -8.9060       1.9047   327.5
4.8880          -6.9736      -8.9006       1.9270   331.3
